GRB,Swift Trigger Number,BAT RA (J2000),BAT Dec (J2000),BAT T90,BAT Fluence (15-150 keV),BAT Photon Index (15-150 keV) (PL = simple power-law),Swift Comments,Redshift,Host Galaxy
071010A,293707,288.04,-32.385,6.0,2.0,2.33,"Swift is in the process of returning to normal operations, automatic slewing to GRBs is currently disabled outside of business hours.",0.98,-
071008A,293587,151.571,44.303,18.0,2.4,2.23,"Swift is in the process of returning to normal operations, automatic slewing to GRBs is currently disabled outside of business hours, therefore, there are no prompt XRT or UVOT observations.",-,-
071006A,293250|Ground Analysis,335.294,-23.147,50.0,1.4,0.75,"BAT: burst was detected on the ground, extrapolated peak photon flux|There are no prompt XRT data.",-,-
071003A,292934,301.857,10.954,150.0,83.0,1.36,"Swift is in the process of returning to normal operations, automatic slewing to GRBs is currently disabled outside of business hours (US EDT).  Therefore, there are no prompt XRT or UVOT observations of this burst",1.1,-
071001A,292826,149.707,-59.763,58.5,7.7,1.62,UVOT: no observation,-,-
070920B,291728,0.127,-34.844,20.2,6.6,-,"Swift is in the process of returning to normal operations, automatic slewing to GRBs is currently disabled.  Therefore, there are no prompt XRT or UVOT observations of this burst.|XRT: possible afterglow",-,-
070920A,291614,100.968,72.25,56.0,5.1,1.69,"Swift is in the process of returning to normal operations, automatic slewing to GRBs is currently disabled.  Therefore, there are no prompt XRT or UVOT observations of this burst.",-,-
070917A,291292,293.923,2.42,7.3,20.0,1.52,"Swift is in the process of returning to normal operations, automatic slewing to GRBs is currently disabled.  Therefore, there are no prompt XRT or UVOT observations of this burst.",-,-
070911A,290624,25.819,-33.484,162.0,120.0,1.72,"Swift is in the process of resuming normal operations, there was no automatic follow-up observation by the XRT and UVOT.",-,-
070810A,287364,189.947,10.747,11.0,6.9,2.04,-,2.17,-
070808A,287260,6.761,1.18,32.0,12.0,1.47,UVOT: no detection,-,-
070805A,287088,245.057,-59.957,31.0,7.2,1.84,No AT slew (Earth limb constraint)|XRT: two possible candidates|UVOT: no detection,-,-
070802A,286809,36.903,-55.517,16.4,2.8,1.79,UVOT: no detection,2.45,-
070721B,285654,33.128,-2.198,340.0,36.0,1.34,-,3.626,-
070714B,284856,57.853,28.294,64.0,7.2,1.36,BAT: Fluence and photon index from joint analysis with Suzaku|UVOT: z<1.3,0.92,-
070704A,283791,354.707,66.257,380.0,59.0,1.79,UVOT: no detection,-,-
070628A,283320,115.271,-20.281,39.1,35.0,1.91,Swift just entering SAA passage,-,-
070621A,282808,323.806,-24.809,33.3,43.0,1.57,Other observatory detections were at the edge of the XRT error circle,-,-
070616A,282445,32.096,56.946,402.4,192.0,1.61,-,-,-
070612B,282073,261.716,-8.747,13.5,16.8,1.55,No AT slew (Earth limb constraint)|UVOT: no detection,-,-
070612A,282066,121.355,37.258,368.8,106.0,1.69,No AT slew (Sun constraint),0.617,-
070611A,282003,2.004,-29.756,12.2,3.91,1.66,No AT slew (Earth limb constraint),2.04,-
070531A,280958,6.714,74.315,44.5,10.8,1.41,UVOT: no detection,-,-
070529A,280706,283.717,20.648,109.2,25.7,1.34,-,2.4996,-
070521A,279935,242.659,30.26,37.9,80.1,-,UVOT: no detection,0.553,"possible host:|z'~23.5 (Subaru)|i'~24.1, Ks~22.3 (Gemini North)|3 candidates (Keck I)"
070520B,279898,121.886,57.588,65.8,9.25,1.14,UVOT: no detection,-,-
070520A,279817,193.255,75.005,18.1,2.5,1.6,BAT: 88 sec image trigger|UVOT: no detection,-,-
070518A,279592,254.219,55.289,5.5,1.62,2.11,-,-,-
070517A,279494,277.556,-62.305,7.6,2.15,1.94,UVOT: unable to observe due to a 4th magnitude star 8 arcmin from burst location,-,-
070509A,278903,237.874,-78.657,7.7,1.75,2.33,UVOT: no detection,-,-
070508A,278854,312.832,-78.382,20.9,196.0,-,-,0.82,-
070429A,277571,297.695,-32.42,163.3,9.1,2.1,UVOT: no detection,-,-
070427A,277356,28.871,-27.603,11.1,7.2,2.08,No AT slew (Sun constraint),-,-
070420A,276321,121.245,-45.564,76.5,140.0,-,-,-,-
070419B,276212,315.709,-31.266,236.4,73.6,1.66,-,-,-
070419A,276205,182.755,39.903,115.6,5.58,2.35,Keck I: redshift likely from host galaxy,0.97,-
070412A,275119,181.525,40.133,33.8,4.84,1.45,UVOT: no detection,-,"Keck I: I=24.6, potential host"
070411A,275087,107.342,1.061,121.5,27.0,1.72,-,2.954,-
070330A,273180,269.533,-63.799,9.0,1.83,2.06,-,-,-
070328A,272773,65.113,-34.079,75.3,90.6,1.24,UVOT: no detection,-,-
070318A,271019,48.486,-42.95,74.6,24.8,1.42,UVOT: flattening of the lightcurve (not due to host galaxy),0.836,-
070306A,263361,148.154,10.44,209.5,53.8,1.66,UVOT: no detection,1.497,-
070227A,262347|Ground Analysis,120.578,-46.302,7.0,16.2,1.53,"Burst found in ground analysis, ToO issued.|XRT: possible afterglow|UVOT: no detection",-,-
070224A,261880,178.988,-13.355,34.5,3.05,2.42,UVOT: no detection,-,-
070223A,261664,153.453,43.132,88.5,17.0,1.85,UVOT: no detection,-,-
070220A,261299,34.8,68.8,129.0,104.0,1.4,UVOT: no detection,-,-
070219A,261132,260.22,69.345,16.6,3.19,1.78,UVOT: no detection,-,-
070208A,259714,197.891,61.942,47.7,4.45,1.94,-,1.165,Potential host galaxies (MDM)
070129A,258408,36.995,11.728,460.6,29.8,2.01,XRT: dust-scattered X-ray halo detected|UVOT: no detection,2.3384,-
070126A,257741,33.503,-73.553,51.0,1.63,2.03,XRT: no detection|UVOT: no detection,-,"possible host (VLT, UVOT)"
070110A,255445,0.934,-52.978,88.4,16.2,1.58,"Declared a ""burst of interest"".",2.352,-
070107A,255029,159.422,-53.202,347.3,51.7,1.33,-,-,-
070103A,254532,352.581,26.823,18.6,3.38,1.95,UVOT: no detection,2.6208,-
061222B,252593,105.353,-25.866,40.0,22.4,1.97,-,3.355,-
061222A,252588,358.254,46.524,71.4,79.9,1.35,UVOT: no detection,2.088,-
061218A,251863,149.26,-35.217,6.5,0.41,2.75,BAT: possible burst,-,-
061210A,243690,144.521,15.613,85.3,11.1,1.56,No AT slew (Moon constraint)|UVOT: no detection|Possible redshift/host (please see circulars),0.41,"possible host (Gemini, MDM, Keck)"
061202A,241963,105.255,-74.602,91.2,34.2,1.58,-,-,-
061126A,240766,86.615,64.204,70.8,67.7,1.32,No AT slew (Earth-limb constraint),-,-
061121A,239899,147.228,-13.188,81.3,137.0,1.41,-,1.314,"Likely host (NOT)|V=22.4, I=21.9 (SMARTS)"
061110B,238174,323.912,6.872,134.0,13.3,1.03,No AT slew (Earth limb constraint)|UVOT: no detection,3.44,-
061110A,238108,336.284,-2.252,40.7,10.6,1.67,UVOT: no detection|VLT: tentative redshift from host galaxy,0.758,-
061102A,236430,148.394,-17.022,45.6,2.79,1.56,UVOT: no detection,-,-
061028A,235715,97.193,46.29,106.2,9.66,1.73,UVOT: no detection,-,-
061027A,235645,270.992,-82.239,150.0,2.97,1.96,Possible burst|XRT: no detection|UVOT: no detection,-,-
061021A,234905,145.146,-21.953,46.2,29.6,1.3,BAT: long burst not short with extended emission,0.3463,-
061019A,234516,91.675,29.527,183.8,25.9,1.92,No AT slew (Earth limb constraint)|UVOT: no detection|XRT: dust-scattered X-ray halo detected,-,-
061007A,232683,46.299,-50.496,75.3,444.0,1.03,-,1.261,-
061006A,232585,110.998,-79.195,129.9,14.2,1.72,BAT: short-hard burst|UVOT: no detection,-,-
061004A,232339,97.795,-45.903,6.2,5.66,1.81,UVOT: no detection,-,-
061002A,231974,220.356,48.726,17.6,6.77,1.76,UVOT: no detection,-,-
060929A,231702,263.148,29.825,554.0,8.3,1.83,UVOT: no detection,-,-
060927A,231362,329.547,5.37,22.5,11.3,-,UVOT: no detection,5.6,-
060926A,231231,263.926,13.039,8.0,2.19,2.54,-,3.208,-
060923C,230711,346.122,3.943,75.8,15.8,2.27,UVOT: cannot observe (4th magnitude star to near source),-,-
060923B,230702,238.193,-30.907,8.6,4.8,2.5,UVOT: no detection,-,-
060923A,230662,254.623,12.341,51.7,8.69,1.7,-,-,"Probable host, R~25.5 (VLT)"
060919A,230115,276.9,-50.994,9.1,5.46,1.85,UVOT: no detection,-,-
060912A,229185,5.285,20.971,5.0,13.5,1.74,-,0.937,probable host (VLT)
060908A,228581,31.828,0.335,19.3,28.0,-,Gemini-North redshift removed and replaced with Fynbo reported redshift. See references.,1.8836,"Possible host, V=24.9, R=25.12 (NOT)"
060906A,228316,40.709,30.362,43.5,22.1,2.03,-,3.685,-
060904B,228006,58.218,-0.729,171.5,16.2,1.64,-,0.703,-
060904A,227996,237.731,44.984,80.1,77.2,1.55,UVOT: no detection,-,-
060825A,226382,18.132,55.796,8.0,9.63,-,-,-,-
060814A,224552,221.338,20.591,145.3,146.0,1.53,Keck reported redshift removed and revised TOUGH redshift added. See references.,0.84,"Possible host: R & I (VLT), Ks ~ 18.2 (Palomar Hale), I & V (Keck I)"
060813A,224364,111.89,-29.844,16.1,54.6,-,UVOT: no detection,-,-
060807A,223217,252.52,31.591,54.0,8.48,1.58,UVOT: no detection,-,"Possible host, V=24.9, R=24.26, i=22.1 (NOT)"
060805A,222683,220.928,12.58,5.3,0.72,2.2,UVOT: no detection,-,-
060804A,222546,112.219,-27.225,17.8,5.98,1.73,-,-,-
060729A,221755,95.287,-62.221,115.3,26.1,1.75,-,0.54,-
060728A,221627,16.644,-41.39,60.0,2.29,1.44,BAT: probable GRB|UVOT: no detection|XRT: no detection,-,-
060719A,220020,18.42,-48.381,66.9,15.0,1.91,UVOT: no detection,1.532,-
060714A,219101,227.855,-6.544,115.0,28.3,1.93,-,2.71,NOT: possible host
060712A,218582,184.067,35.54,26.3,12.4,1.62,UVOT: no detection,-,-
060708A,217805,7.831,-33.751,10.2,4.94,1.68,-,0.0,-
060707A,217704,357.069,-17.904,66.2,16.0,-,-,3.43,-
060614A,214805,320.877,-53.027,108.7,204.0,2.02,"UVOT: possible, late-time rebrightening",0.13,R-band (Danish 1.54m)|I = 21.9 (SMARTS)
060607B,213934,42.043,14.755,31.1,16.4,1.65,No AT slew (Sun constraint),-,-
060607A,213823,329.705,-22.496,102.2,25.5,1.47,-,3.082,-
060605A,213630,322.128,-6.071,79.1,6.97,1.55,-,3.8,-
060604A,213486,337.224,-10.945,95.0,4.02,2.01,NOT reported redshift removed and revised TOUGH redshift added. See references.,2.1357,-
060602A,213180,149.579,0.314,75.0,16.1,1.25,No AT slew (Moon constraint)|UVOT: no detection,0.787,-
060526A,211957,232.834,0.288,298.2,12.6,2.01,BAT: two episodes of emission (see circulars for full details),3.21,-
060522A,211117,322.954,2.895,71.1,11.4,1.56,-,5.11,-
060516A,210254,71.17,-18.126,161.6,10.2,2.19,No AT slew (Sun constraint),-,-
060515A,210084,127.277,73.561,52.0,14.1,1.14,No AT slew (Earth constraint),-,-
060512A,209755,195.748,41.209,8.5,2.32,2.48,-,0.4428,"Possible host (Palomar, Keck I)"
060510B,209352,239.259,78.591,275.2,40.7,1.78,UVOT: no detection,4.9,-
060510A,209351,95.86,-1.163,20.4,80.5,1.57,-,-,-
060507A,208870,89.911,75.25,183.3,44.5,1.83,No AT slew (Earth limb constraint)|UVOT: no detection,-,-
060502A,208169,240.937,66.604,28.4,23.1,1.46,-,0.0,-
060501A,208050,328.374,44.002,21.9,12.2,1.45,No AT Slew (Earth limb constraint)|UVOT: no detection,-,-
060428B,207399,235.369,62.016,57.9,8.23,-,UVOT: marginal detection,-,-
060428A,207364,123.54,-37.167,39.5,13.9,2.03,UVOT: faint afterglow candidate (4 sigma),-,-
060427A,207281,124.177,62.657,64.0,4.99,1.87,UVOT: no detection,-,-
060424A,206773,7.359,36.787,37.5,6.76,1.71,No AT slew (sun constraint),-,-
060421A,206257,343.629,62.73,12.2,12.5,1.55,UVOT: no detection,-,-
060418A,205851,236.431,-3.64,103.1,83.3,1.7,-,1.49,-
060413A,205096,291.287,13.746,147.7,35.6,1.68,UVOT: no detection,-,-
060403A,203755,282.338,8.327,30.1,13.5,1.08,UVOT: no detection,-,-
060323A,202505,174.421,50.0,25.4,6.22,1.54,UVOT: Marginal detection,-,-
060322A,202442,274.23,-36.71,221.5,52.2,-,No AT slew (Moon constraint),-,-
060319A,202035,176.379,60.038,10.6,2.64,2.33,UVOT: no detection,-,-
060312A,201391,45.78,12.827,50.6,19.7,1.88,"UVOT: after slew, was in a state where it was unable to take data|UVOT: no detection",-,-
060306A,200638,41.097,-2.163,61.2,21.3,1.8,UVOT: no detection,-,-
060223B,192152,254.238,-30.812,10.3,16.0,1.49,No AT slew (moon constraint)|XRT: possible X-ray afterglow candidate|UVOT: no detection,-,-
060223A,192059,55.186,-17.134,11.3,6.73,1.74,-,4.41,-
060219A,191512,241.851,32.309,62.1,4.28,2.56,UVOT: no detection,-,-
060218A,191157,50.38,16.91,2100.0,15.7,2.26,GCN 4805: Most likely an underluminous GRB|UVOT: brightening counterpart|SN 2006aj,0.0331,SDSS (possible host)
060211B,181156,75.085,14.959,27.7,4.38,1.57,UVOT: no detection,-,-
060211A,181126,58.381,21.489,126.3,15.7,-,-,-,-
060210A,180977,57.727,27.015,255.0,76.6,1.53,UVOT: no detection,3.91,Possible host: ARC
060206A,180455,202.933,35.046,7.6,8.31,-,-,4.045,-
060204B,180241,211.805,27.675,139.4,29.5,-,-,-,-
060203A,180151,103.463,71.841,68.2,8.98,1.61,UVOT: no detection,-,-
060202A,179968,35.809,38.377,198.9,21.3,1.71,UVOT: no detection,-,-
060124A,178750,77.097,69.727,750.0,4.61,1.84,Extremely long burst,2.3,-
060123A,Ground Analysis,179.75,45.513,900.0,3.0,1.9,"very long, faint burst|BAT: no trigger",1.099,-
060117A,177666,327.912,-59.982,16.9,202.0,-,-,-,-
060116A,177533,84.698,-5.438,105.9,24.1,1.43,UVOT: no detection,0.0,-
060115A,177408,54.007,17.339,139.6,17.1,-,UVOT: no detection,3.53,-
060111B,176918,286.456,70.38,58.8,16.0,1.01,UVOT: candidate afterglow|RTT150: possible host,-,-
060111A,176818,276.193,37.6,13.2,12.0,-,UVOT: potential afterglow candidate|RTT150: possible host,-,-
060110A,176702,72.737,28.428,26.0,15.7,1.64,No AT slew (moon constraint),-,-
060109A,176620,282.735,32.011,115.4,6.55,1.93,long burst|UVOT: no detection,-,-
060108A,176453,147.013,31.935,14.3,3.69,2.03,Swift's 100th burst|XRT: position offset (GCN 4500)|UVOT: no detection,2.03,-
060105A,175942,297.485,46.356,54.4,176.0,1.07,bright long burst|UVOT: no detection,-,-
060102A,175603,328.839,-1.837,19.0,2.34,1.23,No AT slew (Moon constraint)|XRT: no detection,-,-
051227A,174738,125.231,31.949,114.6,6.99,1.45,Possible short burst|UVOT: no detection,-,-
051221B,173904,312.378,53.041,39.9,9.17,1.34,Cannot rule out the possibility that it is a hard x-ray transient,-,-
051213A,172516,252.084,-59.233,71.1,7.82,1.63,No AT slew (Sun constraint),-,-
051117B,164279,85.205,-19.286,9.0,1.77,1.53,UVOT: no detection,0.481,"Possible host (R=21.0)|R=21.0, I=20.4, V=21.8, B=22.5"
051117A,164268,228.398,30.868,136.3,43.4,1.82,-,-,-
051113A,163765,187.242,-26.395,93.3,25.6,1.72,-,-,-
051111A,163438,348.136,18.367,46.1,40.8,1.32,No AT slew (Moon constraint),1.549,-
051109B,163170,345.469,38.663,14.3,2.56,1.97,UVOT: no detection,0.08,"Barred spiral, type SBa (Keck I)"
051109A,163136,330.316,40.85,37.2,22.0,1.51,-,2.346,-
051021B,160672,126.059,-45.534,46.5,8.35,-,UVOT: no detection,-,-
051016A,159913,122.814,-18.299,23.0,8.37,1.89,UVOT: no detection,-,-
051012A,159413|Ground Analysis,270.513,-52.799,13.0,3.04,2.19,"Did not trigger BAT, found in ground processing.|Burst occured during a preplanned slew, causing a significant delay in follow-up observations.",-,-
051008A,158855,202.865,42.103,32.0,50.9,1.13,No AT slew (Earth observing constraint)|BAT: Data truncated at T+32 sec|UVOT: no detection,-,-
051006A,158593,110.807,9.51,34.8,13.4,1.51,UVOT: no detection,1.059,"R=23.0, I=22.2, V=23.3, B=24.2"
051001A,157870,350.984,-31.515,189.1,17.4,2.05,UVOT: no detection,2.4296,-
050922B,156434,5.79,-5.607,150.9,22.3,2.17,-,-,-
050916A,155408,135.979,-51.406,49.5,9.29,1.76,-,-,-
050915B,155284,219.109,-67.411,40.9,33.8,-,-,-,-
050915A,155242,81.688,-28.014,52.0,8.5,1.39,-,2.5273,"R=24.8, V=25.2"
050911A,154630,13.71,-38.856,16.2,3.17,1.84,No AT slew (Earth limb constraint)|XRT: no detection|UVOT: no detection,-,-
050908A,154112,20.457,-12.95,19.4,4.83,1.88,-,3.35,-
050904A,153514,13.77,14.189,174.2,48.3,1.25,-,6.29,-
050827A,152325,64.294,18.219,50.0,21.0,1.38,No AT slew (too near moon),-,-
050826A,152113,87.761,-2.658,35.5,4.13,1.16,-,0.297,"MDM Observatory|R=21.4, I=20.6, V=22.3, B=23.9"
050824A,151905,12.264,22.602,22.6,2.66,2.76,No AT slew (too near moon),0.83,-
050822A,151486,51.106,-46.03,103.4,24.6,2.37,-,-,-
050820B,151334,135.607,-72.64,12.0,20.6,-,"UVOT: UV filters only, due to the presence of a V=4.5 star in its field of view",-,-
050820A,151207,337.416,19.56,26.0,34.4,1.25,"BAT: second, larger, harder episode of emission seen",2.612,-
050819A,151131,358.751,24.871,37.7,3.5,2.71,-,2.5043,-
050814A,150314,264.196,46.324,150.9,20.1,1.8,-,5.3,-
050803A,148833,350.65,5.788,87.9,21.5,1.38,-,0.422,Magellan: possible host
050802A,148646,219.283,27.799,19.0,20.0,1.54,-,1.71,-
050801A,148522,204.144,-21.93,19.4,3.1,1.99,-,-,-
050730A,148225,212.069,-3.754,156.5,23.8,1.53,-,3.96855,-
050726A,147788,200.024,-32.064,49.9,19.4,0.9,-,-,-
050724A,147478,246.175,-27.526,96.0,9.98,1.89,short GRB|XRT: dust-scattered X-ray halo detected,0.257,DSS: possible host galaxy
050721A,146970,253.453,-28.386,98.4,36.2,1.9,-,-,-
050717A,146372,214.348,-50.541,85.0,63.1,1.3,-,-,-
050716A,146227,338.593,38.683,69.1,61.7,-,-,-,-
050715A,146129,155.641,-0.029,51.6,14.9,1.6,No AT slew (too near sun),-,-
050714B,145994,169.691,-15.547,46.7,5.95,2.45,-,-,"R=21.8, I=20.6, V=22.9, B=24.9"
050713B,145754,307.821,60.936,54.2,31.8,1.39,-,-,-
050713A,145675,320.585,77.072,124.7,51.1,1.53,-,-,-
050712A,145581,77.722,64.924,51.6,10.8,1.5,UVOT: No B observations were taken because of a bright source in the field of view violating the UVOT count rate limits,-,-
050701A,143708,227.241,-59.399,21.8,13.6,1.7,No AT slew (near catalog source),-,-
050607A,132247,300.18,9.139,26.4,5.92,1.92,-,-,-
050603A,131560,39.982,-25.175,12.4,63.6,1.16,No AT slew (engineering tests in progress),-,-
050528A,130679,353.524,45.957,11.3,4.48,2.27,"XRT: 3 faint sources, not sure of fading|XRT in engineering mode at time of GRB, delayed observations",-,-
050525A,130088,278.142,26.335,8.8,153.0,-,-,0.606,-
050509A,118707,310.573,54.076,11.4,3.41,2.11,UVOT: observations were interrupted by GRB050509B,-,-
050507A,118248,48.063,-11.064,15.0,1.67,1.53,No AT slew (too near sun)|BAT:BAT data truncated,-,-
050505A,117504,141.76,30.266,58.9,24.9,1.41,-,4.27,-
050502B,116116,142.535,16.987,17.7,4.78,1.59,XRT: Large flare @ 600 s|UVOT: no detection,-,-
050422A,115214,324.507,55.788,59.3,6.07,1.41,-,-,-
050421A,115135,307.341,73.678,15.0,1.45,1.56,"BAT: weak GRB, FRED lightcurve",-,-
050418A,114893,44.334,-18.541,82.3,52.1,1.71,BAT: bright GRB|No AT slew (too near sun),-,-
050412A,114485,181.099,-1.193,26.5,6.18,0.74,BAT: long and bright|UVOT: no detection,-,"R=22.4, I=21.6, V=23.4"
050410A,114298|114299,89.757,79.605,42.5,41.5,-,BAT: smooth rounded|AT slew delayed by Earth limb constraint,-,-
050406A,113872,34.41,-50.18,5.4,0.68,2.43,"BAT: faint XRF, Epeak~30 keV|XRT: faint afterglow",2.44,-
050401A,113120,247.873,2.185,33.3,82.2,1.4,BAT: bright multipeaked|UVOT: not enabled,2.9,-
050326A,112453,6.871,-71.377,29.3,88.6,1.25,BAT: bright|UVOT: no detection,-,Host candidates (VLT)
050319A,111622,154.172,43.581,152.5,13.1,2.02,-,3.24,-
050318A,111529,49.695,-46.386,32.0,10.8,1.9,-,1.44,-
050315A,111063,306.476,-42.591,95.6,32.2,2.11,BAT: 2 FRED-like peaks|UVOT: no detection,1.949,R=23.9
050306A,107547,282.309,-9.152,158.3,115.0,1.48,BAT: moderately bright and long|No AT slew (too near moon)|TOO at 35 hours,-,-
050223A,106709,271.394,-62.465,22.5,6.36,1.85,"BAT: slow rise and fall, several small peaks|UVOT: no detection|No AT slew (too near Earth)",0.5915,"R = 21.6, Ks = 18.9 (VLT)"
050219B,106442,81.306,-57.758,30.7,158.0,-,"BAT: bright spikey, 5 peaks|UVOT: no detection",-,-
050219A,106415,166.416,-40.681,23.7,41.1,-,BAT: one large spike|UVOT: no detection,-,-
050215B,106107,174.463,40.797,8.1,2.27,1.99,BAT: faint XRF with Epeak < 30 keV|No prompt XRT data due to SAA,-,-
050215A,106106,348.403,49.328,87.3,7.08,1.46,BAT: faint|XRT: no data due to centroiding testing|UVOT: no detection,-,-
050128A,103906,219.587,-34.765,19.2,50.2,-,BAT: spikey|TOO at 12 hours|UVOT: no detection,-,-
050126A,103780,278.115,42.384,24.8,8.38,1.34,BAT: spikey|UVOT: No observation (bright star within 4 deg),1.29,-
050117A,102861,358.479,65.939,166.6,88.1,-,BAT: long multi-peaked|First AT slew|XRT:  SAA complications|UVOT: no observation,-,-
041228A,100970,336.642,5.032,55.4,34.9,1.6,BAT: multi peaks|No AT slew|XRT: no observation|UVOT: no observation,-,-
041226A,100815,79.689,73.329,89.7,3.21,1.4,BAT: weak spike|No AT slew|XRT: no observation|UVOT: no observation,-,-
041224A,100703,56.192,-6.663,177.2,87.3,-,BAT: multi peaks|No AT slew|XRT: no observation|UVOT: no observation,-,-
041223A,100585,100.204,-37.068,109.1,167.0,1.11,TOO at 4.5 hours|UVOT:  no observation,-,-
041220A,100433,291.288,60.598,5.6,3.83,1.66,BAT: FRED|No AT slew|XRT: no observation|UVOT: no observation,-,-
041219B,100367*,167.674,-33.458,30.0,-,-,"BAT: 1 big spike, 3 little spikes|No AT slew|XRT: no observation|UVOT: no observation",-,-
041219A,100307|100319,6.154,62.847,520.0,1550.0,-,"BAT: bright, long, multipeaked|No AT slew|XRT: no observation|UVOT: no observation",-,-
041217A,100116*,164.793,-17.942,5.8,27.7,-,BAT: first GRB image|No AT slew|XRT: no observation|UVOT: no observation,-,-
