2	1	1895ApJ.....3..162M	Mrs. Fleming, Pickering, E.C: 1895, Astrophys.J. 3, 162
2	133	1966IAUC.2051....1D	Detre, L., Lovas, M.: 1966, IAU Circ. No. 2051
2	134	1969ATsir...0..498R	Russev, R.: 1969, Astr. Tsirk. No. 498
1	135	1971MmSAI..42..145C	Ciatti, F., Barbon, R.: 1971, Mem.Soc.Astr.Ital. 42, 145
2	135	1989nane.conf..254C	(= Contr. Asiago No. 254)
2	136	1968IAUC.2061....1H	Haro, G., Chavira, E.: 1968, IAU Circ. No. 2061
1	137	1971MmSAI..42...67B	Bertola, F., Ciatti, F.: 1971, Mem.Soc.Astr.Ital. 42, 67
2	137	1989nane.conf..253C	(= Contr. Asiago No. 253)
1	138	1969IAUC.2134....1R	Rosino, L.: 1969, IAU Circ. No. 2134
2	139	1969IAUC.2134....1R	Detre, L., Jankowitch, I.: 1969, IAU Circ. No. 2134
1	140	1973MmSAI..44...65B	Barbon, R., Ciatti, F., Rosino, L.: 1973, Mem.Soc.Astr.Ital. 44, 65
2	140	1989nane.conf..284C	(= Contr. Asiago No. 284)
1	141	1975IBVS.1062....1D	Dubjago, I., Tokhtsev, S.S.: 1975, IBVS No. 1062
1	142	1970IAUC.2279....1R	Rosino, L.: 1970, IAU Circ. No. 2279
1	143	1973MmSAI..44...65B	Barbon, R., Ciatti, F., Rosino, L.:1973, Mem.Soc.Astr.Ital. 44, 65
2	143	1989nane.conf..284C	(= Contr. Asiago No. 284)
1	144	1970IAUC.2287....1W	Wild, P.: 1970, IAU Circ. No. 2287
1	145	1971IAUC.2321....1R	Rosino, L.: 1971, IAU Circ. No. 2321
0	146	-------------------	de Vaucouleurs, G., de Vaucouleurs, A., Brown, G.S.: 1971,
1	146	1989EL......9...77C	Astrophys.Letters 9, 77
2	147	1983PZP.....5..176T	Tsvetkov, D.Y.: 1983, Perm.Zvezdy 5, 176
1	148	1975IBVS.1046....1F	Fornin, S.K., Ursin, L.A.: 1972, IBVS No. 1046
1	149	1973MmSAI..44...65B	Barbon, R., Ciatti, F., Rosino, L.:1973, Mem.Soc.Astr.Ital. 44, 65
2	149	1989nane.conf..284C	(= Contr. Asiago No. 284)
2	150	1971IAUC.2332....1D	Kimeridze, G.N.: 1971, IAU Circ. No. 2332
2	151	1971IAUC.2333....1O	Various Observers: 1971, IAU Circ. No. 2330, 2332, 2333,
0	151	-------------------	2334, 2338, 2341, 2347
0	151	-------------------	Locher, K.: 1971, private communication
1	152	1973PASP...85..321D	Deming, D., Rust, B., Olson, E.: 1973, Publ.Astron.Soc.Pacific 85, 321
1	153	1973A&A....22..317D	Duerbeck, H.: 1973, Astron.Astrophys. 22, 317
1	154	1973MmSAI..44...65B	Barbon, R., Ciatti, F., Rosino, L.:1973, Mem.Soc.Astr.Ital. 44, 65
2	154	1989nane.conf..284C	(= Contr. Asiago No. 284)
1	155	1971IAUC.2336....1L	Logan, W.: 1971, IAU Circ. No. 2336
1	156	1971IAUC.2339....1L	Locher, K.: 1971, IAU Circ. No. 2339, 2343
1	157	1971IAUC.2350....1S	Seiler, F.: 1971, IAU Circ. No. 2350
2	158	1976ATsir...0..906L	Lyuty, V.M.: 1976, Astr. Tsirk. No. 906
1	159	1973MmSAI..44...65B	Barbon, R., Ciatti, F., Rosino, L.:1973, Mem.Soc.Astr.Ital. 44, 65
2	159	1989nane.conf..284C	(= Contr. Asiago No. 284)
2	160	1972IAUC.2434....1W	Various Observers: 1972, IAU Circ. No. 2405, 2407, 2413, 2421, 2434
1	161	1973A&A....28..295A	Ardeberg, A.L., de Grood, M.J.: 1973, Astron.Astrophys. 28, 295
1	162	1973MNSSA..32...54J	Jarret, A.H., Eksten, J.P.: 1973, Mon.Not.Astr.Soc. South Africa 32, 54
2	162	1989IBVS..828....1.	(= IBVS No. 828)
1	163	1972IBVS..700....1C	Cousin, A.W.J.: 1972, IBVS No. 700
0	164	-------------------	Lee, T.A., Wamsteker, W., Wisniewski, W.Z., Wdowiak, T.J.: 1972,
2	164	1989AJ....177L..59.	Astron.J. 177, L59
1	165	1972IAUC.2431....1G	Goranskij, V.P.: 1972, IAU Circ. No. 2431
1	166	1972IAUC.2434....1W	Wood, R., Penston, M.: 1972, IAU Circ. No. 2434
1	167	1973A&A....29...57B	Barbon, R., Ciatti, F., Rosino, L.: 1973, Astron.Astrophys. 29, 57
2	167	1989nane.conf..287C	(= Contr. Asiago No. 287)
1	168	1972IAUC.2437....1P	Pigatto, L.: 1972, IAU Circ. No. 2437
1	169	1977A&A....57...73C	Ciatti, F., Rosino, L.: 1977, Astron.Astrophys. 57, 73
1	170	1973IAUC.2476Q...1W	Wild, P.: 1973, IAU Circ. No. 2476
1	171	1973A&A....29...57B	Barbon, R., Ciatti, F., Rosino, L.: 1973, Astron.Astrophys. 29, 57
2	171	1989nane.conf..287C	(= Contr. Asiago No. 287)
1	172	1973IAUC.2485....1K	Kowal, C.: 1973, IAU Circ. No. 2485
1	173	1978A&AS...34..387C	Ciatti, F., Rosino, L.: 1978, Astron.Astrophys.Suppl.Series 34, 387
1	174	1973IAUC.2571....1W	Wild, P.: 1973, IAU Circ. No. 2571
1	175	1973IAUC.2576....1R	Rosino, L.: 1973, IAU Circ. No. 2576
1	176	1977A&A....57...73C	Ciatti, F., Rosino, L.: 1977, Astron.Astrophys. 57, 73
2	177	1974IAUC.2671....1R	Various Observers: 1974, IAU Circ. No. 2664, 2666, 2668, 2671
1	178	1977A&A....57...73C	Ciatti, F., Rosino, L.: 1977, Astron.Astrophys. 57, 73
1	179	1976MNRAS.175..595P	Patchett, B., Wood, R.: 1967, Mon.Not.R.Astr.Soc. 175, 595
1	180	1974IAUC.2707....1R	Rosino, L.: 1974, IAU Circ. No. 2707
1	181	1974IAUC.2714....1B	Bianchini, A., Ciatti, F., Rosino, L.: IAU Circ. No. 2714
1	182	1977A&A....57...73C	Ciatti, F., Rosino, L.: 1977, Astron.Astrophys. 57, 73
1	183	1975IAUC.2883....1S	Szeidl, B., Lovas, M.: 1975, IAU Circ. No. 2789
1	184	1978A&AS...34..387C	Ciatti, F., Rosino, L.: 1977 Astron.Astrophys.Suppl.Series 34, 387
2	185	1975IAUC.2866....1B	Various Observers: 1975, IAU Circ. No. 2858, 2859, 2866
1	186	1978A&AS...34..387C	Ciatti, F., Rosino, L.: 1978, Astron.Astrophys.Suppl.Series 34, 387
2	187	1983PZP.....5..176T	Tsvetkov, D.Y.: 1983, Perm.Zvezdy 5, 176
1	188	1977MNRAS.181..677W	Wegner, G.: 1977, Mon.Not.R.Astr.Soc. 181, 677
1	189	1975IAUC.2874....1K	Kowal, C.: 1975, IAU Circ. No. 2874
1	190	1978A&AS...34..387C	Ciatti, F., Rosino, L.: 1978, Astron.Astrophys.Suppl.Series 34, 387
1	191	1975IAUC.2878....1K	Kowal, C.: 1975, IAU Circ. No. 2878
1	192	1978A&AS...34..387C	Ciatti, F., Rosino, L.: 1978, Astron.Astrophys.Suppl.Series 34, 387
1	193	1976IAUC.2935....1S	Szeidl, B., Lovas, M.: 1976, IAU Circ. No. 2935
0	194	-------------------	de Vaucouleurs, G. de Vaucouleurs, A., Odewahn, S.: 1980,
2	194	1989PASP...93..181.	Publ.Astron.Soc.Pacific 93, 181
1	195	1978A&AS...34..387C	Ciatti, F., Rosino, L.: 1978, Astron.Astrophys.Suppl.Series 34, 387
2	196	1983PZP.....5..176T	Tsvetkov, D.Y.: 1983, Perm.Zvezdy 5, 176
1	197	1977MNRAS.181..677W	Wegner, G.: 1977, Mon.Not.R.Astr.Soc. 181, 677
1	198	1976IAUC.2998....1S	Szeidl, B., Lovas, M.: 1976, IAU Circ. No. 2998
1	199	1976IAUC.2999....2W	Wild, P.: 1976, IAU Circ. No. 2999
1	200	1979AJ.....84..502W	Wegner, G.: Astron.J. 84, 502
1	201	1976MNSSA..35...97M	Martin, W.L: 1976, Mon.Not.Roy.Astr.Soc. South Africa 35, 97
1	202	1979AJ.....84..502W	Wegner, G.: 1979, Astron.J. 84, 502
1	203	1978A&AS...34..387C	Ciatti, F., Rosino, L.: 1978, Astron.Astrophys.Suppl.Series 34, 387
1	204	1976IAUC.3021....1R	Rosino, L.: 1976, IAU Circ. No. 3021
1	205	1978A&AS...34..387C	Ciatti, F., Rosino, L.: 1978, Astron.Astrophys.Suppl.Series 34, 387
1	206	1977IAUC.3037....1R	Rosino, L.: 1977, IAU Circ. No. 3037
1	207	1978IAUC.3297....1W	Wild, P.: 1978, IAU Circ. No. 3297
1	208	1978IAUC.3299....2K	Kirshner, R.P., McClintock, J.: 1978, IAU Circ. No. 3299
1	209	1978IAUC.3302....3W	Wills, D., Buta, R., McCall, M.: 1978, IAU Circ. No. 3302
0	210	-------------------	Barbon, R., Ciatti, F., Rosino, L., Rafanelli, P.: 1982,
2	210	1989A&A...116...43.	Astron.Astrophys. 116, 43
1	211	1979IAUC.3340....1R	Rosino, L.: 1979, IAU Circ. No. 3340
1	212	1979IAUC.3341....2K	Kirshner, R.P., Canizares, C.: 1979, IAU Circ. No. 3341
2	213	1989IAUC.3345....1C	Ciatti, F., Ortolani, S., Rafanelli, P., Rosino, L.: IAU Circ. No. 3345
0	214	-------------------	Barbon, R., Ciatti, F., Rosino, S., Rafanelli, P.: 1982,
2	214	1989A&A...116...43.	Astron.Astrophys. 116, 43
1	215	1980IAUC.3462....1W	Wild, P.: 1980, IAU Circ. No. 3462
2	216	1982ATsir...0.1236T	Tsvetkov, D.Y.: 1982, Astr. Tsirk. No. 1236
1	217	1980IAUC.3548....1M	Maza, J., Wischnjewsky, M.: 1980, IAU Circ. No. 3548
1	218	1980IAUC.3556....2B	Blanco, V.M.: 1980, IAU Circ. No. 3556
2	219	1980IAUC.3556....1M	Koorneef, J., Lab, J., Barbier, R.: 1980, IAU Circ. No. 3556
1	220	1982IBVS.2065....1O	Olzewski, E.W.: 1982, IBVS No. 2065
0	221	-------------------	Landolt, A.U.: 1985, private communication
2	222	1981IAUC.3589....1M	Various Observers: 1981, IAU Circ. No. 3508, 3583, 3584, 3589
1	222	1981Msngr..24...27V	Various Observers: 1981, The Messenger 24, 27
1	223	1982A&A...116...35B	Barbon, R., Ciatti, F., Rosino, L.: 1982, Astron.Astrophys. 116, 35
1	224	1982SvAL....8..115T	Tsvetkov, D.Y.: 1982, Sov. Astr. Letters 8, 115
1	225	1983PASP...95...72B	Buta, R.J., Turner, A.: 1983, Publ.Astron.Soc.Pacific 95, 72
1	226	1981IAUC.3583....1C	Cragg, Y., Evans, R.: 1981, IAU Circ. No. 3583
2	227	1981IAUC.3583....1C	Wischnjewsky, M., Maza, J.: 1981, IAU Circ. No. 3583
0	228	-------------------	Walker, W.S.G., Marino, B.F.: 1982, Publ.Var.Star Sect.,
0	228	-------------------	R.Astron.Soc. New Zealand 10, 53
1	229	1982IAUC.3667....1W	Wild, P.: 1982, IAU Circ. No. 3667
1	230	1982IAUC.3671....1S	Barbon, R., Ciatti, F., Rosino, L.: 1982, IAU Circ. No. 3671
1	231	1982IAUC.3678....3W	Wood, R.: 1982, IAU Circ. No. 3678
1	232	1983IBVS.2382....1C	Cadonau, R., Trefzger, C.F.: 1983, IBVS No. 2382
2	233	1983ATsir...0.1274T	Tsvetkov, D.Y.: 1983, Astr. Tsirk. No. 1274
1	234	1983IAUC.3789....1K	Kosai, H., Kozai, Y.: 1983, IAU Circ. No. 3789
1	235	1983IAUC.3877....1E	Evans, R., MacLean, N.S.W.: 1983, IAU Circ. No. 3789, 3814
1	236	1983IAUC.3794....1C	Corwin, H.G.: 1983, IAU Circ. No. 3794
1	237	1983IAUC.3787....1A	Aksenov, E. P.: 1983, IAU Circ. No. 3794
0	238	-------------------	Harris, G.L.H., Hesser, J.E., Massey, P.: 1983,
2	238	1989PASP...95..607.	Publ.Astron.Soc.Pacific 95, 607
1	238	1983IAUC.3814....2P	Peterson, C.J.: 1983, IAU Circ. No. 3814
1	239	1985PASP...97..229B	Buta, R.J., Corwin, H.G.: 1984, Publ.Astron.Soc.Pacific 97, 229
1	240	1983IAUC.3835....1T	Thompson, G.D.: 1983, IAU Circ. No. 3835
1	241	1983IAUC.3766....1C	Cragg, T.: 1983, IAU Circ. No. 3835
0	242	-------------------	Evans, R., MacLean, N.S.W., Langhans, T., Mattei, J.: 1983,
2	242	1989CiInf.....3841I	IAU Circ. No. 3841
0	243	-------------------	Richtler, T.: 1984, private communication
1	244	1983IAUC.3842....1W	Wamsteker, W.: 1983, IAU Circ. No. 3842
0	244	-------------------	Wamsteker, W.: 1989, private communication
0	244	-------------------	(520nm: Fine Error Sensitometer on IUE)
0	245	-------------------	Panagia et al.: 1991, in preparation
1	246	1983IAUC.3887....1A	Aksenov, E.P.: 1983, IAU Circ. No. 3887
1	247	1983IAUC.3892....3W	Wood, R.: 1983, IAU Circ. No. 3892
1	248	1983IAUC.3899....3M	Massone, G.: 1983, IAU Circ. No. 3899
1	249	1984IAUC.3915....3V	Verdenet, M.: 1984, IAU Circ. No. 3915
1	250	1985ApJ...293L..77D	De Robertis, M.M., Pinto, P.A.: 1985, Astrophys.J. 293, 77
0	250	-------------------	((C-E) = pg-0.2)
1	251	1984IAUC.3908....2R	Rosino, L.: 1984, IAU Circ. No. 3908, 3910
1	252	1984IAUC.3912....2A	Argyle, R.W.: 1984, IAU Circ. No. 3912
1	253	1984IAUC.3936....3V	Verdenet, M: 1984, IAU Circ. No. 3936
0	254	-------------------	Cadonau, R., Trefzger, C.F.: 1984, unpublished
1	255	1986Afz....25..279K	Kimeridze, G.N., Tsevtkov, D.Y.: 1986, Astrofizika, 25, 279
1	256	1989A&A...220...83B	Barbon, R., Iijimma, T., Rosino, L: 1989, Astron. Astrophys. 220, 83
0	257	-------------------	Leibundgut, B., Phillips, M.M, Graham, J.A: 1990,
2	257	1989PASP..102..898.	Pub.Astr.Soc.Pacific, 102, 898
0	257	-------------------	(photographic observations)
0	258	-------------------	(photoelectric observations)
